# Retired by harvest.py. Kept so a source that returns is recognised
# rather than rediscovered as a stranger. Format: date	reason	value
2026-08-28T23:08:36Z	no configs for 12d	89.163.135.20:8236
2026-08-28T23:08:36Z	no configs for 12d	190.235.185.239:999
2026-08-28T23:08:36Z	no configs for 12d	84.8.248.36:3128
2026-08-28T23:08:36Z	no configs for 12d	123.176.126.95:8080
2026-08-28T23:08:36Z	no configs for 12d	149.86.203.217:8080
2026-08-28T23:08:36Z	no configs for 12d	171.253.95.238:2075
2026-08-28T23:08:36Z	no configs for 12d	217.79.52.150:2080
2026-08-28T23:08:36Z	no configs for 12d	167.71.196.178:80
2026-08-28T23:08:36Z	no configs for 12d	223.254.141.102:6637
2026-08-28T23:08:36Z	no configs for 12d	47.57.242.244:5080
2026-08-28T23:08:36Z	no configs for 12d	116.203.19.71:9082
2026-08-28T23:08:36Z	no configs for 12d	45.76.13.121:49995
2026-08-28T23:08:36Z	no configs for 12d	123.114.103.118:2080
2026-08-28T23:08:36Z	no configs for 12d	91.107.254.246:9082
2026-08-28T23:08:36Z	no configs for 12d	65.109.186.67:10808
2026-08-28T23:08:36Z	no configs for 12d	47.82.121.250:1011
2026-08-28T23:08:36Z	no configs for 12d	171.253.95.24:2062
2026-08-28T23:08:36Z	no configs for 12d	103.153.185.65:8080
2026-08-28T23:08:36Z	no configs for 12d	14.226.31.6:8080
2026-08-28T23:08:36Z	no configs for 12d	171.253.95.24:1083
2026-08-28T23:08:36Z	no configs for 12d	171.253.95.64:1062
2026-08-28T23:08:36Z	no configs for 12d	171.253.95.238:1083
2026-08-28T23:08:36Z	no configs for 12d	14.177.236.212:55443
2026-08-28T23:08:36Z	no configs for 12d	176.77.58.223:8080
2026-08-28T23:08:36Z	no configs for 12d	45.133.210.241:1080
2026-08-28T23:08:36Z	no configs for 12d	171.253.95.64:1051
2026-08-28T23:08:36Z	no configs for 12d	181.204.193.174:999
2026-08-28T23:08:36Z	no configs for 12d	223.204.53.151:8080
2026-08-28T23:08:36Z	no configs for 12d	103.115.173.101:8080
2026-08-28T23:08:36Z	no configs for 12d	64.83.24.122:1080
2026-08-28T23:08:36Z	no configs for 12d	116.203.19.71:9087
2026-08-28T23:08:36Z	no configs for 12d	36.92.61.75:8080
2026-08-28T23:08:36Z	no configs for 12d	157.119.222.90:8080
2026-08-29T17:23:29Z	no configs for 12d	129.151.9.55:10808
2026-08-29T17:23:29Z	no configs for 12d	210.76.193.152:10808
2026-08-29T17:23:29Z	no configs for 12d	190.60.61.204:999
2026-08-29T17:23:29Z	no configs for 12d	38.224.223.234:8080
2026-08-29T17:23:29Z	no configs for 12d	181.78.169.130:999
2026-08-29T17:23:29Z	no configs for 12d	1.20.169.34:8080
2026-08-29T17:23:29Z	no configs for 12d	202.62.67.209:53281
2026-08-29T17:23:29Z	no configs for 12d	161.248.176.2:8080
2026-08-29T17:23:29Z	no configs for 12d	216.106.179.216:49155
2026-08-29T17:23:29Z	no configs for 12d	101.6.51.91:6696
2026-08-29T22:02:30Z	no configs for 12d	95.211.64.139:8889
2026-08-29T22:02:30Z	no configs for 12d	151.115.99.193:10006
2026-08-29T22:02:30Z	no configs for 12d	66.163.119.55:10006
2026-08-29T22:02:30Z	no configs for 12d	66.163.118.99:10006
2026-08-29T22:02:30Z	no configs for 12d	95.211.64.139:8888
2026-08-29T22:02:30Z	no configs for 12d	219.142.66.244:9090
2026-08-29T22:02:30Z	no configs for 12d	202.62.62.113:1080
2026-08-29T22:02:30Z	no configs for 12d	152.53.20.190:20000
2026-08-29T22:02:30Z	no configs for 12d	124.217.42.13:8082
2026-08-29T22:02:30Z	no configs for 12d	216.106.179.216:49497
2026-08-29T22:02:30Z	no configs for 12d	123.249.14.223:21677
2026-08-29T22:02:30Z	no configs for 12d	95.211.64.139:8887
2026-08-29T22:02:30Z	no configs for 12d	203.28.67.74:8080
2026-08-29T22:02:30Z	no configs for 12d	220.112.1.194:1088
2026-08-29T22:02:30Z	no configs for 12d	103.169.238.25:2021
2026-08-29T22:02:30Z	no configs for 12d	36.91.174.26:8080
2026-08-29T22:02:30Z	no configs for 12d	38.175.197.50:5555
2026-08-29T22:02:30Z	no configs for 12d	38.51.221.24:999
2026-08-29T22:02:30Z	no configs for 12d	103.164.231.243:8080
2026-08-29T22:02:30Z	no configs for 12d	216.106.179.216:49487
2026-08-29T22:02:30Z	no configs for 12d	103.112.69.87:3128
2026-08-29T22:02:30Z	no configs for 12d	103.139.98.69:8080
2026-08-29T22:02:30Z	no configs for 12d	111.42.183.124:2022
2026-08-29T22:02:30Z	no configs for 12d	216.106.179.216:49469
2026-08-29T22:02:30Z	no configs for 12d	185.200.176.236:3128
2026-08-29T22:02:30Z	no configs for 12d	62.109.1.115:1080
2026-08-29T22:02:30Z	no configs for 12d	216.106.179.216:49203
2026-08-29T22:02:30Z	no configs for 12d	95.211.64.139:8886
2026-08-29T22:02:30Z	no configs for 12d	103.173.128.179:8080
2026-08-29T22:02:30Z	no configs for 12d	39.108.69.221:5002
2026-08-29T22:02:30Z	no configs for 12d	200.121.48.195:999
2026-08-29T22:02:30Z	no configs for 12d	176.57.189.138:3128
2026-08-29T22:02:30Z	no configs for 12d	103.174.122.244:1111
2026-08-29T22:02:30Z	no configs for 12d	151.243.224.12:1080
2026-08-29T22:02:30Z	no configs for 12d	112.90.88.102:20000
2026-08-29T22:02:30Z	no configs for 12d	47.82.65.93:1011
2026-08-29T22:02:30Z	no configs for 12d	216.106.179.216:49323
2026-08-29T22:02:30Z	no configs for 12d	103.245.96.161:3214
2026-08-29T22:02:30Z	no configs for 12d	140.238.58.115:3128
2026-08-29T22:02:30Z	no configs for 12d	103.147.109.250:3128
2026-08-29T22:02:30Z	no configs for 12d	138.124.5.178:1080
2026-08-29T22:02:30Z	no configs for 12d	95.72.1.104:1080
2026-08-29T22:02:30Z	no configs for 12d	47.82.84.127:1011
2026-08-29T22:02:30Z	no configs for 12d	103.247.82.36:8085
2026-08-29T22:02:30Z	no configs for 12d	172.81.111.156:10001
2026-08-29T22:02:30Z	no configs for 12d	192.147.114.77:1080
2026-08-29T22:02:30Z	no configs for 12d	89.251.21.45:8080
2026-08-29T22:02:30Z	no configs for 12d	141.98.50.119:6000
2026-08-29T22:02:30Z	no configs for 12d	115.171.238.77:5080
2026-08-29T22:02:30Z	no configs for 12d	190.2.214.146:999
2026-08-29T22:02:30Z	no configs for 12d	51.68.153.51:3128
2026-08-29T22:02:30Z	no configs for 12d	45.198.153.178:8080
2026-08-29T22:02:30Z	no configs for 12d	84.241.30.214:8080
2026-08-29T22:02:30Z	no configs for 12d	157.15.210.144:8080
2026-08-29T22:02:30Z	no configs for 12d	103.166.9.246:80
2026-08-29T22:02:30Z	no configs for 12d	125.121.63.61:1080
2026-08-29T22:02:30Z	no configs for 12d	118.145.141.251:44108
2026-08-29T22:02:30Z	no configs for 12d	181.78.74.174:999
2026-08-29T22:02:30Z	no configs for 12d	181.78.74.171:999
2026-08-29T22:02:30Z	no configs for 12d	171.240.13.76:8080
2026-08-29T22:02:30Z	no configs for 12d	122.2.79.174:8082
2026-08-29T22:02:30Z	no configs for 12d	213.171.15.153:1080
2026-08-29T22:02:30Z	no configs for 12d	118.145.141.251:45120
2026-08-29T22:02:30Z	no configs for 12d	23.143.160.193:999
2026-08-29T22:02:30Z	no configs for 12d	103.171.241.36:8080
2026-08-29T22:02:30Z	no configs for 12d	179.43.103.97:8080
2026-08-29T22:02:30Z	no configs for 12d	168.138.177.132:8118
2026-08-29T22:02:30Z	no configs for 12d	188.132.221.8:8080
2026-08-29T22:02:30Z	no configs for 12d	194.87.187.145:8118
2026-08-29T22:02:30Z	no configs for 12d	78.135.93.101:3128
2026-08-29T22:02:30Z	no configs for 12d	103.49.166.193:83
2026-08-29T22:02:30Z	no configs for 12d	93.90.232.32:1080
2026-08-29T22:02:30Z	no configs for 12d	79.111.14.142:1080
2026-08-29T22:02:30Z	no configs for 12d	89.189.93.222:8080
2026-08-29T22:02:30Z	no configs for 12d	41.33.126.131:1981
2026-08-29T22:02:30Z	no configs for 12d	47.250.140.201:7000
2026-08-29T22:02:30Z	no configs for 12d	37.202.246.45:2093
2026-08-29T22:02:30Z	no configs for 12d	34.84.162.206:38080
2026-08-29T22:02:30Z	no configs for 12d	45.225.207.183:999
2026-08-29T22:02:30Z	no configs for 12d	216.106.179.216:49304
2026-08-29T22:02:30Z	no configs for 12d	1.245.175.180:1080
2026-08-29T22:02:30Z	no configs for 12d	117.28.128.114:10800
2026-08-29T22:02:30Z	no configs for 12d	101.5.200.193:6789
2026-08-29T22:02:30Z	no configs for 12d	71.168.71.12:8891
2026-08-29T22:02:30Z	no configs for 12d	43.160.215.65:443
2026-08-29T22:02:30Z	no configs for 12d	124.217.34.192:8082
2026-08-29T22:02:30Z	no configs for 12d	223.206.61.218:8080
2026-08-29T22:02:30Z	no configs for 12d	185.109.73.226:8080
2026-08-29T22:02:30Z	no configs for 12d	152.230.60.66:999
2026-08-29T22:02:30Z	no configs for 12d	103.171.92.242:9050
2026-08-29T22:02:30Z	no configs for 12d	144.172.99.19:1080
2026-08-29T22:02:30Z	no configs for 12d	144.172.101.188:1080
2026-08-29T22:02:30Z	no configs for 12d	144.172.116.19:1080
2026-08-29T22:02:30Z	no configs for 12d	88.119.171.249:1080
2026-08-29T22:02:30Z	no configs for 12d	145.239.20.85:8889
2026-08-29T22:02:30Z	no configs for 12d	37.27.63.151:25517
2026-08-29T22:02:30Z	no configs for 12d	119.95.174.96:8082
2026-08-29T22:02:30Z	no configs for 12d	56.68.116.64:3628
2026-08-29T22:02:30Z	no configs for 12d	13.60.163.108:3630
2026-08-29T22:02:30Z	no configs for 12d	110.34.13.4:8080
2026-08-29T22:02:30Z	no configs for 12d	202.146.228.253:8088
2026-08-29T22:02:30Z	no configs for 12d	144.76.42.215:8118
